Entity,Year,Predicted Life Expectancy,Projected CO2 per capita,Projected GDP per capita
Namibia,2032,67.28,1.2144,9668.37
Namibia,2033,67.41,1.2067,9591.43
Namibia,2034,67.76,1.199,9514.49
Namibia,2035,67.76,1.1913,9437.55
Nauru,2026,71.02,5.1547,13960.97
Nauru,2027,71.57,5.2134,14320.82
Nauru,2028,71.57,5.272,14680.67
Nauru,2029,71.5,5.3306,15040.52
Nauru,2030,71.5,5.3893,15400.37
Nauru,2031,71.5,5.4479,15760.22
Nauru,2032,71.37,5.5065,16120.07
Nauru,2033,72.25,5.5651,16479.92
Nauru,2034,72.25,5.6238,16839.77
Nauru,2035,72.57,5.6824,17199.62
Nepal,2026,65.38,0.7275,5341.42
Nepal,2027,58.71,0.7636,5484.16
Nepal,2028,66.08,0.7998,5626.89
Nepal,2029,66.64,0.8359,5769.62
Nepal,2030,67.03,0.872,5912.35
Nepal,2031,67.56,0.9082,6055.08
Nepal,2032,65.37,0.9443,6197.82
Nepal,2033,65.58,0.9804,6340.55
Nepal,2034,65.58,1.0166,6483.28
Nepal,2035,65.58,1.0527,6626.01
Netherlands,2026,81.96,6.4863,71942.99
Netherlands,2027,81.98,6.2317,72655.6
Netherlands,2028,81.98,5.9771,73368.2
Netherlands,2029,82.22,5.7225,74080.8
Netherlands,2030,76.44,5.4679,74793.41
Netherlands,2031,81.73,5.2132,75506.01
Netherlands,2032,81.85,4.9586,76218.62
Netherlands,2033,81.72,4.704,76931.22
Netherlands,2034,82.26,4.4494,77643.82
Netherlands,2035,82.5,4.1948,78356.43
New Zealand,2026,81.64,6.0122,51598.69
New Zealand,2027,81.43,5.876,52228.8
New Zealand,2028,81.84,5.7398,52858.91
New Zealand,2029,81.84,5.6037,53489.02
New Zealand,2030,76.07,5.4675,54119.12
New Zealand,2031,81.03,5.3313,54749.23
New Zealand,2032,81.06,5.1952,55379.34
New Zealand,2033,81.28,5.059,56009.45
New Zealand,2034,82.13,4.9228,56639.56
New Zealand,2035,81.14,4.7867,57269.67
Nicaragua,2026,62.28,0.7844,7829.15
Nicaragua,2027,62.66,0.7831,7942.67
Nicaragua,2028,62.12,0.7819,8056.19
Nicaragua,2029,61.98,0.7807,8169.71
Nicaragua,2030,63.19,0.7795,8283.23
Nicaragua,2031,63.19,0.7783,8396.75
Nicaragua,2032,65.39,0.777,8510.27
Nicaragua,2033,65.15,0.7758,8623.78
Nicaragua,2034,65.13,0.7746,8737.3
Nicaragua,2035,65.13,0.7734,8850.82
Niger,2026,59.48,0.1346,1793.29
Niger,2027,57.18,0.1379,1822.56
Niger,2028,57.79,0.1412,1851.83
Niger,2029,57.19,0.1445,1881.1
Niger,2030,56.45,0.1477,1910.37
Niger,2031,56.13,0.151,1939.64
Niger,2032,55.51,0.1543,1968.91
Niger,2033,55.71,0.1575,1998.18
Niger,2034,55.71,0.1608,2027.45
Niger,2035,55.71,0.1641,2056.72
Nigeria,2026,62.81,0.5808,7943.59
Nigeria,2027,62.81,0.5782,7919.1
Nigeria,2028,62.81,0.5755,7894.62
Nigeria,2029,62.81,0.5729,7870.14
Nigeria,2030,61.99,0.5702,7845.66
Nigeria,2031,61.99,0.5676,7821.17
Nigeria,2032,61.99,0.5649,7796.69
Nigeria,2033,59.75,0.5623,7772.21
Nigeria,2034,59.75,0.5597,7747.73
Nigeria,2035,59.75,0.557,7723.24
North Macedonia,2026,73.64,3.6253,24837.27
North Macedonia,2027,73.64,3.6083,25357.36
North Macedonia,2028,74.84,3.5914,25877.45
North Macedonia,2029,74.84,3.5744,26397.53
North Macedonia,2030,75.18,3.5574,26917.62
North Macedonia,2031,75.28,3.5404,27437.71
North Macedonia,2032,75.28,3.5235,27957.79
North Macedonia,2033,75.28,3.5065,28477.88
North Macedonia,2034,75.28,3.4895,28997.97
North Macedonia,2035,75.28,3.4726,29518.05
Norway,2026,81.89,6.9546,91424.34
Norway,2027,81.89,6.8134,91947.16
Norway,2028,81.89,6.6721,92469.98
Norway,2029,82.03,6.5308,92992.8
Norway,2030,82.03,6.3895,93515.62
Norway,2031,82.03,6.2483,94038.44
Norway,2032,82.06,6.107,94561.26
Norway,2033,82.06,5.9657,95084.08
Norway,2034,82.29,5.8245,95606.9
Norway,2035,82.29,5.6832,96129.72
Oman,2026,74.17,14.9068,34374.34
Oman,2027,74.14,14.7499,33727.9
Oman,2028,74.14,14.593,33081.47
Oman,2029,74.14,14.4362,32435.03
Oman,2030,73.4,14.2793,31788.6
Oman,2031,73.4,14.1224,31142.16
Oman,2032,73.11,13.9655,30495.73
Oman,2033,72.29,13.8087,29849.29
Oman,2034,72.29,13.6518,29202.86
Oman,2035,72.29,13.4949,28556.42
Pakistan,2026,63.9,0.9456,5882.37
Pakistan,2027,66.43,0.9597,5987.1
Pakistan,2028,67.21,0.9738,6091.83
Pakistan,2029,65.58,0.9879,6196.56
Pakistan,2030,65.58,1.002,6301.28
Pakistan,2031,65.58,1.0161,6406.01
Pakistan,2032,65.58,1.0302,6510.74
Pakistan,2033,65.58,1.0443,6615.46
Pakistan,2034,65.58,1.0583,6720.19
Pakistan,2035,65.58,1.0724,6824.92
Palau,2026,67.99,12.3725,17817.5
Palau,2027,67.77,12.4197,17786.67
Palau,2028,68.26,12.4669,17755.85
Palau,2029,67.97,12.5141,17725.02
Palau,2030,67.97,12.5613,17694.19
Palau,2031,67.97,12.6085,17663.37
Palau,2032,67.97,12.6557,17632.54
Palau,2033,67.97,12.7028,17601.71
Palau,2034,67.97,12.75,17570.88
Palau,2035,67.97,12.7972,17540.06
Palestine,2026,67.03,0.874,5929.01
Palestine,2027,67.03,0.8964,5932.4
Palestine,2028,67.03,0.9187,5935.78
Palestine,2029,65.93,0.9411,5939.17
Palestine,2030,66.43,0.9635,5942.55
Palestine,2031,66.75,0.9859,5945.94
Palestine,2032,66.75,1.0082,5949.32
Palestine,2033,66.75,1.0306,5952.71
Palestine,2034,66.75,1.053,5956.09
Palestine,2035,66.75,1.0754,5959.48
Panama,2026,77.76,2.472,37152.23
Panama,2027,77.76,2.4688,37936.24
Panama,2028,77.76,2.4656,38720.25
Panama,2029,79.01,2.4624,39504.26
Panama,2030,79.56,2.4592,40288.27
Panama,2031,79.81,2.456,41072.28
Panama,2032,79.81,2.4528,41856.3
Panama,2033,79.89,2.4496,42640.31
Panama,2034,80.05,2.4464,43424.32
Panama,2035,80.05,2.4432,44208.33
Papua New Guinea,2026,66.96,0.8815,4532.2
Papua New Guinea,2027,66.96,0.8974,4590.18
Papua New Guinea,2028,66.69,0.9132,4648.16
Papua New Guinea,2029,65.73,0.929,4706.14
Papua New Guinea,2030,65.73,0.9448,4764.12
Papua New Guinea,2031,65.19,0.9607,4822.1
Papua New Guinea,2032,65.01,0.9765,4880.08
Papua New Guinea,2033,65.37,0.9923,4938.05
Papua New Guinea,2034,65.37,1.0082,4996.03
Papua New Guinea,2035,65.37,1.024,5054.01
Paraguay,2026,74.87,1.3609,16963.29
Paraguay,2027,74.87,1.392,17225.11
Paraguay,2028,74.87,1.423,17486.93
Paraguay,2029,74.87,1.454,17748.75
Paraguay,2030,74.44,1.485,18010.57
Paraguay,2031,75.57,1.5161,18272.39
Paraguay,2032,75.57,1.5471,18534.21
Paraguay,2033,75.73,1.5781,18796.03
Paraguay,2034,75.73,1.6091,19057.85
Paraguay,2035,75.62,1.6401,19319.67
Peru,2026,72.29,1.9956,16708.5
Peru,2027,72.61,2.0308,16960.42
Peru,2028,72.61,2.066,17212.34
Peru,2029,72.28,2.1012,17464.27
Peru,2030,72.28,2.1364,17716.19
Peru,2031,72.35,2.1717,17968.11
Peru,2032,72.15,2.2069,18220.03
Peru,2033,71.89,2.2421,18471.95
Peru,2034,71.95,2.2773,18723.88
Peru,2035,72.38,2.3125,18975.8
Philippines,2026,68.64,1.524,10718.63
Philippines,2027,69.77,1.5672,10995.65
Philippines,2028,69.77,1.6103,11272.67
Philippines,2029,70.53,1.6535,11549.7
Philippines,2030,70.9,1.6967,11826.72
Philippines,2031,71.05,1.7398,12103.74
Philippines,2032,71.05,1.783,12380.77
Philippines,2033,70.84,1.8262,12657.79
Philippines,2034,71.18,1.8693,12934.81
Philippines,2035,70.04,1.9125,13211.83
Poland,2026,80.52,7.9586,46849.42
Poland,2027,80.57,7.9183,48136.39
Poland,2028,80.81,7.8779,49423.35
Poland,2029,81.31,7.8375,50710.31
Poland,2030,81.31,7.7972,51997.27
Poland,2031,81.34,7.7568,53284.23
Poland,2032,81.34,7.7164,54571.19
Poland,2033,81.34,7.6761,55858.15
Poland,2034,81.67,7.6357,57145.12
Poland,2035,81.67,7.5953,58432.08
Portugal,2026,79.89,3.7002,41491.09
Portugal,2027,79.89,3.6069,41896.73
Portugal,2028,79.85,3.5135,42302.37
Portugal,2029,79.85,3.4202,42708.0
Portugal,2030,79.64,3.3269,43113.64
Portugal,2031,80.01,3.2336,43519.28
Portugal,2032,80.01,3.1403,43924.92
Portugal,2033,80.15,3.047,44330.55
Portugal,2034,80.15,2.9537,44736.19
Portugal,2035,80.15,2.8604,45141.83
Qatar,2026,75.22,34.2557,106211.63
Qatar,2027,72.69,33.6667,104640.6
Qatar,2028,72.69,33.0778,103069.57
Qatar,2029,72.69,32.4888,101498.54
Qatar,2030,72.69,31.8999,99927.51
Qatar,2031,72.69,31.3109,98356.48
Qatar,2032,73.04,30.722,96785.45
Qatar,2033,75.62,30.133,95214.42
Qatar,2034,75.62,29.5441,93643.39
Qatar,2035,75.62,28.9552,92072.36
Romania,2026,79.76,3.6024,43156.73
Romania,2027,80.48,3.5602,44310.23
Romania,2028,80.15,3.518,45463.73
Romania,2029,80.15,3.4758,46617.23
Romania,2030,80.33,3.4336,47770.73
Romania,2031,80.33,3.3914,48924.23
Romania,2032,81.03,3.3492,50077.73
Romania,2033,81.07,3.307,51231.23
Romania,2034,81.03,3.2649,52384.73
Romania,2035,81.03,3.2227,53538.23
Russia,2026,76.05,11.6869,40156.61
Russia,2027,76.05,11.7133,40574.92
Russia,2028,76.43,11.7397,40993.24
Russia,2029,76.43,11.7661,41411.55
Russia,2030,76.43,11.7924,41829.87
Russia,2031,76.61,11.8188,42248.18
Russia,2032,76.61,11.8452,42666.5
Russia,2033,74.55,11.8716,43084.81
Russia,2034,76.88,11.8979,43503.13
Russia,2035,77.67,11.9243,43921.44
Rwanda,2026,59.06,0.1581,3225.67
Rwanda,2027,59.16,0.1647,3316.52
Rwanda,2028,59.16,0.1713,3407.37
Rwanda,2029,59.72,0.1778,3498.23
Rwanda,2030,59.18,0.1844,3589.08
Rwanda,2031,58.25,0.191,3679.94
Rwanda,2032,58.7,0.1975,3770.79
Rwanda,2033,55.37,0.2041,3861.65
Rwanda,2034,58.21,0.2107,3952.5
Rwanda,2035,58.21,0.2173,4043.35
Saint Kitts and Nevis,2026,75.6,5.5487,31665.76
Saint Kitts and Nevis,2027,75.6,5.6013,32031.26
Saint Kitts and Nevis,2028,75.6,5.6539,32396.75
Saint Kitts and Nevis,2029,75.6,5.7065,32762.25
Saint Kitts and Nevis,2030,75.6,5.7591,33127.75
Saint Kitts and Nevis,2031,75.6,5.8117,33493.25
Saint Kitts and Nevis,2032,75.6,5.8643,33858.74
Saint Kitts and Nevis,2033,75.5,5.9169,34224.24
Saint Kitts and Nevis,2034,75.5,5.9695,34589.74
Saint Kitts and Nevis,2035,75.5,6.0221,34955.24
Saint Lucia,2026,73.64,2.9008,21742.46
Saint Lucia,2027,73.64,2.9118,21777.87
Saint Lucia,2028,73.64,2.9228,21813.29
Saint Lucia,2029,73.64,2.9337,21848.71
Saint Lucia,2030,73.64,2.9447,21884.12
Saint Lucia,2031,73.64,2.9557,21919.54
Saint Lucia,2032,73.64,2.9666,21954.96
Saint Lucia,2033,73.64,2.9776,21990.37
Saint Lucia,2034,73.64,2.9885,22025.79
Saint Lucia,2035,73.64,2.9995,22061.21
Saint Vincent and the Grenadines,2026,72.23,2.3628,18205.58
Saint Vincent and the Grenadines,2027,72.23,2.3767,18521.38
Saint Vincent and the Grenadines,2028,72.38,2.3906,18837.19
Saint Vincent and the Grenadines,2029,72.38,2.4046,19152.99
Saint Vincent and the Grenadines,2030,72.38,2.4185,19468.8
Saint Vincent and the Grenadines,2031,72.29,2.4324,19784.6
Saint Vincent and the Grenadines,2032,72.29,2.4463,20100.41
Saint Vincent and the Grenadines,2033,72.29,2.4603,20416.21
Saint Vincent and the Grenadines,2034,74.04,2.4742,20732.02
Saint Vincent and the Grenadines,2035,74.36,2.4881,21047.82
Samoa,2026,66.59,1.2598,7077.13
Samoa,2027,66.59,1.2783,7125.01
Samoa,2028,66.59,1.2969,7172.88
Samoa,2029,66.59,1.3155,7220.75
Samoa,2030,65.61,1.3341,7268.62
Samoa,2031,66.93,1.3527,7316.49
Samoa,2032,65.72,1.3713,7364.37
Samoa,2033,67.47,1.3899,7412.24
Samoa,2034,67.47,1.4084,7460.11
Samoa,2035,63.77,1.427,7507.98
Sao Tome and Principe,2026,67.54,0.6936,6033.53
Sao Tome and Principe,2027,68.2,0.7006,6103.3
Sao Tome and Principe,2028,66.83,0.7076,6173.06
Sao Tome and Principe,2029,66.6,0.7146,6242.83
Sao Tome and Principe,2030,66.6,0.7215,6312.59
Sao Tome and Principe,2031,66.6,0.7285,6382.36
Sao Tome and Principe,2032,66.16,0.7355,6452.12
Sao Tome and Principe,2033,66.16,0.7425,6521.89
Sao Tome and Principe,2034,66.16,0.7495,6591.65
Sao Tome and Principe,2035,66.16,0.7565,6661.42
Saudi Arabia,2026,72.97,21.2866,66306.77
Saudi Arabia,2027,76.66,21.2905,66996.18
Saudi Arabia,2028,76.66,21.2945,67685.6
Saudi Arabia,2029,76.66,21.2984,68375.02
Saudi Arabia,2030,76.66,21.3023,69064.44
Saudi Arabia,2031,76.66,21.3063,69753.86
Saudi Arabia,2032,77.3,21.3102,70443.28
Saudi Arabia,2033,77.3,21.3142,71132.7
Saudi Arabia,2034,77.3,21.3181,71822.12
Saudi Arabia,2035,77.3,21.322,72511.54
Senegal,2026,64.65,0.8579,4521.35
Senegal,2027,66.69,0.8785,4597.6
Senegal,2028,66.69,0.8991,4673.86
Senegal,2029,66.84,0.9197,4750.11
Senegal,2030,64.99,0.9402,4826.37
Senegal,2031,65.01,0.9608,4902.63
Senegal,2032,65.37,0.9814,4978.88
Senegal,2033,65.37,1.002,5055.14
Senegal,2034,65.37,1.0226,5131.39
Senegal,2035,65.37,1.0432,5207.65
Serbia,2026,75.1,6.5353,25654.87
Serbia,2027,75.1,6.5636,26212.09
Serbia,2028,75.21,6.592,26769.31
Serbia,2029,75.63,6.6203,27326.52
Serbia,2030,75.63,6.6487,27883.74
Serbia,2031,75.63,6.677,28440.95
Serbia,2032,75.63,6.7054,28998.17
Serbia,2033,75.63,6.7337,29555.38
Serbia,2034,75.63,6.7621,30112.6
Serbia,2035,75.69,6.7905,30669.82
Seychelles,2026,74.79,5.3259,34274.02
Seychelles,2027,74.79,5.3844,34935.31
Seychelles,2028,73.69,5.443,35596.6
Seychelles,2029,76.71,5.5015,36257.9
Seychelles,2030,78.07,5.56,36919.19
Seychelles,2031,78.07,5.6186,37580.48
Seychelles,2032,78.07,5.6771,38241.77
Seychelles,2033,78.07,5.7357,38903.07
Seychelles,2034,79.32,5.7942,39564.36
Seychelles,2035,79.87,5.8528,40225.65
Sierra Leone,2026,59.22,0.1942,3043.11
Sierra Leone,2027,59.22,0.1993,3071.01
Sierra Leone,2028,57.42,0.2044,3098.9
Sierra Leone,2029,59.96,0.2096,3126.79
Sierra Leone,2030,59.96,0.2147,3154.69
Sierra Leone,2031,59.96,0.2198,3182.58
Sierra Leone,2032,61.53,0.2249,3210.47
Sierra Leone,2033,60.8,0.2301,3238.37
Sierra Leone,2034,61.11,0.2352,3266.26
Sierra Leone,2035,61.11,0.2403,3294.16
Singapore,2026,82.52,8.8272,142331.3
Singapore,2027,82.52,8.8349,145358.46
Singapore,2028,82.52,8.8425,148385.63
Singapore,2029,82.52,8.8502,151412.79
Singapore,2030,82.52,8.8578,154439.95
Singapore,2031,82.52,8.8654,157467.12
Singapore,2032,81.11,8.8731,160494.28
Singapore,2033,81.11,8.8807,163521.45
Singapore,2034,81.11,8.8884,166548.61
Singapore,2035,82.58,8.896,169575.77
Sint Maarten (Dutch part),2026,77.09,16.3686,39694.21
Sint Maarten (Dutch part),2027,75.99,16.2345,38838.31
Sint Maarten (Dutch part),2028,75.99,16.1004,37982.41
Sint Maarten (Dutch part),2029,75.99,15.9663,37126.52
Sint Maarten (Dutch part),2030,75.99,15.8322,36270.62
Sint Maarten (Dutch part),2031,74.17,15.698,35414.72
Sint Maarten (Dutch part),2032,74.17,15.5639,34558.82
Sint Maarten (Dutch part),2033,74.14,15.4298,33702.93
Sint Maarten (Dutch part),2034,74.14,15.2957,32847.03
Sint Maarten (Dutch part),2035,73.27,15.1616,31991.13
Slovakia,2026,80.12,5.5511,42087.07
Slovakia,2027,74.42,5.4628,42888.26
Slovakia,2028,79.75,5.3745,43689.46
Slovakia,2029,80.08,5.2862,44490.65
Slovakia,2030,80.08,5.198,45291.85
Slovakia,2031,80.08,5.1097,46093.04
Slovakia,2032,80.51,5.0214,46894.24
Slovakia,2033,79.43,4.9331,47695.43
Slovakia,2034,79.49,4.8448,48496.63
Slovakia,2035,80.19,4.7565,49297.82
Slovenia,2026,80.26,5.3735,49097.39
Slovenia,2027,81.15,5.2165,49895.96
Slovenia,2028,81.3,5.0594,50694.52
Slovenia,2029,81.47,4.9024,51493.09
Slovenia,2030,81.07,4.7453,52291.66
Slovenia,2031,81.71,4.5883,53090.23
Slovenia,2032,81.61,4.4312,53888.79
Slovenia,2033,81.69,4.2742,54687.36
Slovenia,2034,81.69,4.1172,55485.93
Slovenia,2035,81.89,3.9601,56284.5
Solomon Islands,2026,59.38,0.2531,2394.69
Solomon Islands,2027,58.37,0.2299,2372.26
Solomon Islands,2028,59.34,0.2066,2349.84
Solomon Islands,2029,57.39,0.1834,2327.41
Solomon Islands,2030,54.65,0.1601,2304.98
Solomon Islands,2031,55.71,0.1368,2282.56
Solomon Islands,2032,55.63,0.1136,2260.13
Solomon Islands,2033,55.03,0.0903,2237.71
Solomon Islands,2034,51.87,0.0671,2215.28
Solomon Islands,2035,53.73,0.0438,2192.86
Somalia,2026,57.03,0.0711,1645.33
Somalia,2027,55.84,0.0716,1680.49
Somalia,2028,52.11,0.072,1715.64
Somalia,2029,51.96,0.0724,1750.79
Somalia,2030,53.93,0.0729,1785.94
Somalia,2031,53.93,0.0733,1821.09
Somalia,2032,52.61,0.0737,1856.25
Somalia,2033,52.61,0.0742,1891.4
Somalia,2034,54.04,0.0746,1926.55
Somalia,2035,53.7,0.075,1961.7
South Africa,2026,70.87,6.3484,13719.68
South Africa,2027,70.6,6.1828,13669.54
South Africa,2028,70.81,6.0171,13619.4
South Africa,2029,70.81,5.8514,13569.25
South Africa,2030,70.81,5.6858,13519.11
South Africa,2031,70.19,5.5201,13468.97
South Africa,2032,70.99,5.3545,13418.83
South Africa,2033,70.99,5.1888,13368.69
South Africa,2034,70.99,5.0232,13318.55
South Africa,2035,68.15,4.8575,13268.41
South Korea,2026,78.01,11.9166,57501.55
South Korea,2027,79.23,11.8863,58645.21
South Korea,2028,78.07,11.856,59788.87
South Korea,2029,77.58,11.8257,60932.54
South Korea,2030,77.88,11.7953,62076.2
South Korea,2031,77.94,11.765,63219.86
South Korea,2032,77.94,11.7347,64363.52
South Korea,2033,78.44,11.7043,65507.19
South Korea,2034,77.48,11.674,66650.85
South Korea,2035,77.29,11.6437,67794.51
Spain,2026,81.16,4.3362,47303.71
Spain,2027,81.16,4.2238,47656.44
Spain,2028,81.16,4.1113,48009.18
Spain,2029,81.16,3.9988,48361.91
Spain,2030,81.16,3.8864,48714.65
Spain,2031,81.8,3.7739,49067.38
Spain,2032,81.2,3.6614,49420.12
Spain,2033,80.15,3.549,49772.85
Spain,2034,81.03,3.4365,50125.58
Spain,2035,81.07,3.324,50478.32
Sri Lanka,2026,74.2,1.0276,15929.49
Sri Lanka,2027,74.09,1.0484,16243.53
Sri Lanka,2028,73.36,1.0692,16557.57
Sri Lanka,2029,73.36,1.09,16871.61
Sri Lanka,2030,74.14,1.1107,17185.65
Sri Lanka,2031,74.14,1.1315,17499.69
Sri Lanka,2032,74.14,1.1523,17813.73
Sri Lanka,2033,73.7,1.1731,18127.77
Sri Lanka,2034,74.3,1.1938,18441.81
Sri Lanka,2035,74.45,1.2146,18755.85
Sudan,2026,64.07,0.3985,2666.29
Sudan,2027,63.59,0.3965,2551.85
Sudan,2028,67.27,0.3945,2437.42
Sudan,2029,65.75,0.3925,2322.98
Sudan,2030,62.27,0.3906,2208.55
Sudan,2031,62.61,0.3886,2094.11
Sudan,2032,62.61,0.3866,1979.67
Sudan,2033,62.98,0.3846,1865.24
Sudan,2034,64.25,0.3827,1750.8
Sudan,2035,65.85,0.3807,1636.37
Suriname,2026,71.88,4.4492,18419.6
Suriname,2027,71.88,4.4396,18059.51
Suriname,2028,71.88,4.4301,17699.42
Suriname,2029,71.88,4.4205,17339.33
Suriname,2030,71.88,4.4109,16979.24
Suriname,2031,71.56,4.4013,16619.15
Suriname,2032,71.56,4.3917,16259.06
Suriname,2033,71.59,4.3821,15898.97
Suriname,2034,71.59,4.3725,15538.88
Suriname,2035,70.32,4.3629,15178.8
Sweden,2026,80.25,2.9105,65242.73
Sweden,2027,81.08,2.7665,65845.03
Sweden,2028,81.63,2.6226,66447.33
Sweden,2029,81.43,2.4786,67049.63
Sweden,2030,81.24,2.3347,67651.93
Sweden,2031,81.36,2.1907,68254.23
Sweden,2032,81.62,2.0468,68856.53
Sweden,2033,82.28,1.9028,69458.83
Sweden,2034,82.86,1.7589,70061.13
Sweden,2035,83.21,1.6149,70663.43
Switzerland,2026,81.5,3.2025,83848.17
Switzerland,2027,81.5,3.0565,84486.46
Switzerland,2028,81.5,2.9105,85124.74
Switzerland,2029,81.5,2.7646,85763.03
Switzerland,2030,81.54,2.6186,86401.32
Switzerland,2031,81.54,2.4726,87039.6
Switzerland,2032,81.54,2.3267,87677.89
Switzerland,2033,81.66,2.1807,88316.18
Switzerland,2034,81.92,2.0347,88954.46
Switzerland,2035,82.57,1.8887,89592.75
Syria,2026,59.39,0.7227,1910.32
Syria,2027,65.76,0.6107,1513.54
Syria,2028,63.67,0.4987,1116.75
Syria,2029,59.96,0.3866,719.96
Syria,2030,51.34,0.2746,323.17
Syria,2031,47.22,0.1626,0.0
Syria,2032,46.39,0.0505,0.0
Syria,2033,46.58,0.0,0.0
Syria,2034,46.58,0.0,0.0
Syria,2035,46.58,0.0,0.0
Tajikistan,2026,65.79,1.2701,4703.17
Tajikistan,2027,65.19,1.3305,4847.53
Tajikistan,2028,65.01,1.391,4991.9
Tajikistan,2029,65.01,1.4514,5136.26
Tajikistan,2030,65.25,1.5118,5280.62
Tajikistan,2031,66.08,1.5723,5424.98
Tajikistan,2032,67.08,1.6327,5569.35
Tajikistan,2033,67.87,1.6931,5713.71
Tajikistan,2034,67.87,1.7536,5858.07
Tajikistan,2035,67.38,1.814,6002.43
Tanzania,2026,61.87,0.3412,3926.77
Tanzania,2027,60.98,0.3516,4003.44
Tanzania,2028,60.98,0.362,4080.1
Tanzania,2029,60.98,0.3724,4156.76
Tanzania,2030,59.43,0.3828,4233.43
Tanzania,2031,60.85,0.3932,4310.09
Tanzania,2032,59.92,0.4036,4386.75
Tanzania,2033,61.2,0.414,4463.41
Tanzania,2034,59.8,0.4244,4540.08
Tanzania,2035,60.91,0.4348,4616.74
Thailand,2026,73.83,3.9937,22797.29
Thailand,2027,73.83,4.0146,23169.1
Thailand,2028,73.83,4.0355,23540.9
Thailand,2029,73.83,4.0564,23912.71
Thailand,2030,73.83,4.0773,24284.51
Thailand,2031,73.83,4.0982,24656.32
Thailand,2032,73.83,4.1191,25028.13
Thailand,2033,73.83,4.1401,25399.93
Thailand,2034,75.03,4.161,25771.74
Thailand,2035,75.03,4.1819,26143.54
Togo,2026,61.28,0.2458,2966.36
Togo,2027,60.53,0.2413,3022.47
Togo,2028,60.53,0.2368,3078.58
Togo,2029,60.89,0.2323,3134.69
Togo,2030,60.55,0.2278,3190.81
Togo,2031,60.54,0.2233,3246.92
Togo,2032,60.64,0.2188,3303.03
Togo,2033,60.64,0.2144,3359.14
Togo,2034,60.64,0.2099,3415.25
Togo,2035,58.11,0.2054,3471.36
Tonga,2026,66.56,1.5285,7597.01
Tonga,2027,66.56,1.5607,7717.13
Tonga,2028,68.27,1.5929,7837.26
Tonga,2029,68.27,1.6251,7957.38
Tonga,2030,68.27,1.6573,8077.5
Tonga,2031,68.94,1.6895,8197.62
Tonga,2032,68.85,1.7217,8317.74
Tonga,2033,70.31,1.7539,8437.87
Tonga,2034,70.42,1.7862,8557.99
Tonga,2035,70.19,1.8184,8678.11
Trinidad and Tobago,2026,72.4,21.0643,30164.4
Trinidad and Tobago,2027,72.39,20.2551,29728.24
Trinidad and Tobago,2028,71.14,19.446,29292.07
Trinidad and Tobago,2029,72.17,18.6368,28855.91
Trinidad and Tobago,2030,72.15,17.8276,28419.74
Trinidad and Tobago,2031,72.15,17.0184,27983.57
Trinidad and Tobago,2032,72.15,16.2092,27547.41
Trinidad and Tobago,2033,72.15,15.4001,27111.24
Trinidad and Tobago,2034,71.67,14.5909,26675.08
Trinidad and Tobago,2035,71.75,13.7817,26238.91
Tunisia,2026,71.58,2.6364,12880.55
Tunisia,2027,71.58,2.6418,12906.36
Tunisia,2028,71.58,2.6472,12932.16
Tunisia,2029,71.58,2.6526,12957.97
Tunisia,2030,71.58,2.658,12983.78
Tunisia,2031,71.58,2.6634,13009.58
Tunisia,2032,71.58,2.6688,13035.39
Tunisia,2033,71.58,2.6742,13061.19
Tunisia,2034,71.58,2.6796,13087.0
Tunisia,2035,71.58,2.685,13112.81
Turkey,2026,76.53,5.5006,37299.66
Turkey,2027,78.07,5.5639,38365.25
Turkey,2028,79.32,5.6273,39430.84
Turkey,2029,79.87,5.6906,40496.42
Turkey,2030,80.12,5.7539,41562.01
Turkey,2031,80.2,5.8172,42627.6
Turkey,2032,80.57,5.8805,43693.19
Turkey,2033,80.53,5.9439,44758.78
Turkey,2034,80.53,6.0072,45824.36
Turkey,2035,80.85,6.0705,46889.95
Turkmenistan,2026,68.69,11.971,19943.89
Turkmenistan,2027,68.59,12.092,20606.16
Turkmenistan,2028,69.67,12.2129,21268.43
Turkmenistan,2029,69.67,12.3339,21930.7
Turkmenistan,2030,69.81,12.4549,22592.97
Turkmenistan,2031,69.52,12.5758,23255.24
Turkmenistan,2032,69.52,12.6968,23917.51
Turkmenistan,2033,69.52,12.8178,24579.78
Turkmenistan,2034,69.52,12.9387,25242.05
Turkmenistan,2035,71.75,13.0597,25904.32
Turks and Caicos Islands,2026,75.69,7.5687,32953.1
Turks and Caicos Islands,2027,75.69,7.4639,34052.69
Turks and Caicos Islands,2028,75.58,7.359,35152.28
Turks and Caicos Islands,2029,77.84,7.2542,36251.87
Turks and Caicos Islands,2030,77.84,7.1494,37351.45
Turks and Caicos Islands,2031,77.84,7.0446,38451.04
Turks and Caicos Islands,2032,79.09,6.9397,39550.63
Turks and Caicos Islands,2033,79.89,6.8349,40650.22
Turks and Caicos Islands,2034,79.89,6.7301,41749.8
Turks and Caicos Islands,2035,79.96,6.6253,42849.39
Tuvalu,2026,65.58,1.0355,6167.0
Tuvalu,2027,65.58,1.0468,6341.37
Tuvalu,2028,65.58,1.0581,6515.75
Tuvalu,2029,65.58,1.0693,6690.13
Tuvalu,2030,65.78,1.0806,6864.51
Tuvalu,2031,66.59,1.0919,7038.89
Tuvalu,2032,66.59,1.1032,7213.26
Tuvalu,2033,66.59,1.1145,7387.64
